Epoch,Training Error,Testing Error
434,1.1910036846529692e-05,1.1595159776334185e-05
435,1.1914356036868412e-05,1.1594771422096528e-05
436,1.1907633052032907e-05,1.1594237548706587e-05
437,1.1907468433491886e-05,1.1593834642553702e-05
438,1.1905028259207029e-05,1.1593723684200086e-05
439,1.1902435289812274e-05,1.1593017006816808e-05
440,1.1907129191968124e-05,1.1592637747526169e-05
441,1.1901246580237057e-05,1.1592163900786545e-05
442,1.190529019368114e-05,1.15917300718138e-05
443,1.1907734005944803e-05,1.159134535555495e-05
444,1.1899864148290362e-05,1.1591098882490769e-05
445,1.1906264262506738e-05,1.1590982467168942e-05
446,1.1905349310836755e-05,1.1590014764806256e-05
447,1.1905632163689006e-05,1.1589518180699088e-05
448,1.1898013326572254e-05,1.158931445388589e-05
449,1.190005241369363e-05,1.1589433597691823e-05
450,1.1895706848008558e-05,1.1588334928092081e-05
451,1.1897027434315532e-05,1.1588086636038497e-05
452,1.1895640454895329e-05,1.1587541848712135e-05
453,1.1898191587533802e-05,1.1587357221287675e-05
454,1.1901213838427793e-05,1.1586599612201098e-05
455,1.19038850243669e-05,1.1586418622755446e-05
456,1.189701561088441e-05,1.1586283108044881e-05
457,1.18978832688299e-05,1.1585354513954371e-05
458,1.1896235264430288e-05,1.158503073384054e-05
459,1.1896635442099068e-05,1.1584376807149965e-05
460,1.1895962416019756e-05,1.1583951163629536e-05
461,1.1896837349922862e-05,1.1583750165300444e-05
462,1.1897972399310675e-05,1.15831117000198e-05
463,1.1897535841853824e-05,1.1582687875488773e-05
464,1.1895845091203228e-05,1.1582256775000133e-05
465,1.1894063391082454e-05,1.1581782018765807e-05
466,1.189589784189593e-05,1.1581852049857844e-05
467,1.189708291349234e-05,1.1581209946598392e-05
468,1.1890821042470634e-05,1.1580517821130343e-05
469,1.1903215636266395e-05,1.1580633326957468e-05
470,1.1890735549968667e-05,1.1580532373045571e-05
471,1.1890007954207249e-05,1.1579340934986249e-05
472,1.1891417670994997e-05,1.1578937119338661e-05
473,1.1890287169080693e-05,1.1579391866689548e-05
474,1.1897616786882281e-05,1.1578295925573912e-05
475,1.1888275366800372e-05,1.1577662007766776e-05
476,1.1888434528373182e-05,1.1577360055525787e-05
477,1.1888731933140662e-05,1.1577564691833686e-05
478,1.1889856978086755e-05,1.1576388715184294e-05
479,1.1887943401234224e-05,1.1576190445339307e-05
480,1.1887947039213032e-05,1.1575856660783757e-05
481,1.1888511835422833e-05,1.1575384633033536e-05
482,1.1886625543411355e-05,1.1574737982300576e-05
483,1.1890124369529076e-05,1.1574501513678115e-05
484,1.1887716937053483e-05,1.1573914889595471e-05
485,1.1891718713741284e-05,1.1573722986213397e-05
486,1.1889509551110677e-05,1.1573020856303629e-05
487,1.1884552804986015e-05,1.1572587027330883e-05
488,1.189387148770038e-05,1.1572216862987261e-05
489,1.1883636034326628e-05,1.1571769391593989e-05
490,1.1887619621120393e-05,1.157139013230335e-05
491,1.1880262718477752e-05,1.1570960850804113e-05
492,1.1877893484779634e-05,1.1570471542654559e-05
493,1.1878735676873475e-05,1.1569981325010303e-05
494,1.1881367754540406e-05,1.1570427886908874e-05
495,1.1884764717251528e-05,1.156980033556465e-05
496,1.1876843018399086e-05,1.1568808076845016e-05
497,1.1884711966558825e-05,1.15687998913927e-05
498,1.1883816114277579e-05,1.1568221452762373e-05
499,1.1878585610247683e-05,1.1567510227905586e-05
500,1.1873388757521752e-05,1.1567844012461137e-05
