Epoch,Training Error,Testing Error
299,1.539302019182287e-08,1.5064932412656162e-08
300,1.5387310980941038e-08,1.5128637897987574e-08
301,1.5379258755388037e-08,1.4911416101881514e-08
302,1.5222118676661012e-08,1.4828239969233437e-08
303,1.518753300899789e-08,1.5069005598888907e-08
304,1.514526459800436e-08,1.4729603314833639e-08
305,1.500837321088966e-08,1.4753302579606498e-08
306,1.49631098622649e-08,1.4502187006826261e-08
307,1.4944941284511515e-08,1.4517104851563545e-08
308,1.485953493585157e-08,1.4938747128212526e-08
309,1.4763673839013336e-08,1.4364720968274014e-08
310,1.4759581112855358e-08,1.4600447073576106e-08
311,1.4634136569213751e-08,1.4213339838420325e-08
312,1.4531120307026413e-08,1.4726478703153134e-08
313,1.4552014704349858e-08,1.422964412967076e-08
314,1.449209374726479e-08,1.403362759333504e-08
315,1.4420407978832372e-08,1.3933762588180798e-08
316,1.4382973922977271e-08,1.3892865524667286e-08
317,1.4178735519010388e-08,1.3925651742852097e-08
318,1.4210911558620865e-08,1.3777329499475854e-08
319,1.4082695010131374e-08,1.383065484361623e-08
320,1.4170334239338445e-08,1.356198708890588e-08
321,1.3954678301786316e-08,1.3874477566844234e-08
322,1.3959569500343605e-08,1.35294095926497e-08
323,1.3804188903066006e-08,1.334432120358997e-08
324,1.377751779330083e-08,1.3605354176604578e-08
325,1.3710650392795287e-08,1.329838283936624e-08
326,1.3645931495886998e-08,1.3207008819904331e-08
327,1.3624887884589043e-08,1.3193611536621574e-08
328,1.3621175298794697e-08,1.321927278752355e-08
329,1.3424898526182005e-08,1.3571030521575267e-08
330,1.3474232396504249e-08,1.301212559923215e-08
331,1.3484750205350338e-08,1.3067261939170294e-08
332,1.3350131666811649e-08,1.2859095122053077e-08
333,1.3374500618112961e-08,1.2859809217502516e-08
334,1.321717135738254e-08,1.3073149673914486e-08
335,1.3150828870323039e-08,1.2827761075584476e-08
336,1.3070968307715702e-08,1.2703837093397397e-08
337,1.312630271144144e-08,1.2547637595616834e-08
338,1.3026028256035715e-08,1.2571561569529877e-08
339,1.2929255888138869e-08,1.2595645415558465e-08
340,1.285502992942611e-08,1.2473615029762186e-08
341,1.2835765339502814e-08,1.2243525304711511e-08
342,1.2788879288905264e-08,1.2665378967824381e-08
343,1.2723128328673283e-08,1.2492547440956514e-08
344,1.2622397349559833e-08,1.2263912552157308e-08
345,1.260392323843007e-08,1.2064552024071418e-08
346,1.2484371758603174e-08,1.2040946018032628e-08
347,1.2460533937996843e-08,1.19687006971958e-08
348,1.2482276545711102e-08,1.193076126781989e-08
349,1.2378489344655463e-08,1.1937076216383957e-08
350,1.2400644955334883e-08,1.1760184825959641e-08
351,1.2261911486177723e-08,1.1836063684711462e-08
352,1.2224524503778866e-08,1.172117958248009e-08
353,1.230099044846611e-08,1.18021254991163e-08
354,1.2167005181140667e-08,1.1664924137733124e-08
355,1.2108545277556004e-08,1.1608197958423716e-08
356,1.2065298093943966e-08,1.1742974592721112e-08
357,1.1997212112646594e-08,1.1534124766399145e-08
358,1.202722454962668e-08,1.1431803947914432e-08
359,1.1920201714588075e-08,1.156529716439536e-08
360,1.1831619239899283e-08,1.1364654994849843e-08
361,1.1873378724658323e-08,1.1281341194546712e-08
362,1.1768279684076788e-08,1.1681486888903692e-08
363,1.1731379423451926e-08,1.1383544773480025e-08
364,1.164719343194065e-08,1.1250582687694077e-08
365,1.1707688152284845e-08,1.1276517497549321e-08
366,1.1535659538708387e-08,1.1023378654329008e-08
367,1.1517987452691614e-08,1.1102873287427428e-08
368,1.1440086211678135e-08,1.0912142300867345e-08
369,1.1484520889837313e-08,1.102500402083706e-08
370,1.1489164286615505e-08,1.0869109168254454e-08
371,1.1387623288783288e-08,1.1377526476508137e-08
372,1.1237427877119899e-08,1.1001836774937601e-08
373,1.1236696018102066e-08,1.115200731760524e-08
374,1.1209754902097302e-08,1.0625825552779133e-08
375,1.1152936352232246e-08,1.0783358206367666e-08
376,1.109288749745474e-08,1.0697675634219195e-08
377,1.1077002426418403e-08,1.0661159954850064e-08
378,1.1104215325019595e-08,1.0693431029551448e-08
379,1.1015348633236499e-08,1.0456309595952007e-08
380,1.1016894063686777e-08,1.042235986403739e-08
381,1.0899577240763847e-08,1.0551682194659406e-08
382,1.0885898404922045e-08,1.0837297281796054e-08
383,1.086491430157821e-08,1.0410997397514166e-08
384,1.0760434321355206e-08,1.0562637875466407e-08
385,1.0714444442783133e-08,1.0331924649165103e-08
386,1.067094412832148e-08,1.0245747361636859e-08
387,1.0642754233458618e-08,1.0176018250263041e-08
388,1.060175680578368e-08,1.0058935018264492e-08
389,1.0575164743897858e-08,1.003681848743554e-08
390,1.0512864356826412e-08,1.0279305406868389e-08
391,1.0525032401176304e-08,1.0054087340449769e-08
392,1.0408609085743592e-08,1.001507499154286e-08
393,1.0409784145792855e-08,1.0383443438399809e-08
394,1.047170083978699e-08,1.000530414074774e-08
395,1.0336784761477702e-08,1.0304762376733834e-08
396,1.0308584208473803e-08,9.768612585503433e-09
397,1.032873608863838e-08,1.0049630461139714e-08
398,1.0277902084965262e-08,9.643530418657065e-09
399,1.0186308685433687e-08,9.78345937596714e-09
400,1.0228761837538514e-08,9.583784432720677e-09
